,municipio,delito,trend
0,Tlajomulco de Zúñiga,"Robo_Robo de maquinaria_Robo de cables, tubos y otros objetos destinados a servicios públicos Sin violencia",19.0
1,San Pedro Tlaquepaque,Robo_Robo a transeúnte en espacio abierto al público_Con violencia,10.333333333333334
2,Zapopan,Robo_Robo en transporte individual_Sin violencia,9.0
3,Juanacatlán,Narcomenudeo_Narcomenudeo_Narcomenudeo,8.0
4,Juanacatlán,Narcomenudeo,7.472678555172788
5,Juanacatlán,Narcomenudeo_Narcomenudeo,7.472678555172788
6,San Pedro Tlaquepaque,Robo_Robo en transporte individual,7.252530490741481
7,San Pedro Tlaquepaque,Robo_Robo en transporte individual_Con violencia,6.833333333333333
8,Zapotlanejo,Otros delitos que atentan contra la libertad y la seguridad sexual_Otros delitos que atentan contra la libertad y la seguridad sexual,6.130385925403282
9,Zapotlanejo,Otros delitos que atentan contra la libertad y la seguridad sexual,6.130385925403282
10,El Salto,Robo_Robo en transporte público individual_Con violencia,6.0
11,Guadalajara,Secuestro_Secuestro_Secuestro extorsivo,6.0
12,Zapotlanejo,Otros delitos que atentan contra la libertad y la seguridad sexual_Otros delitos que atentan contra la libertad y la seguridad sexual_Otros delitos que atentan contra la libertad y la seguridad sexual,6.0
13,Guadalajara,Secuestro_Secuestro,5.998060939193245
14,Guadalajara,Secuestro,5.998060939193245
15,Guadalajara,Robo_Robo en transporte individual_Con violencia,5.375
16,Tlajomulco de Zúñiga,Robo_Robo en transporte individual_Con violencia,5.333333333333333
17,Guadalajara,Robo_Robo en transporte individual,5.155800030842433
18,Guadalajara,Feminicidio_Feminicidio_Con otro elemento,5.0
19,Tlajomulco de Zúñiga,Robo_Robo en transporte público colectivo_Sin violencia,4.5
20,Tlajomulco de Zúñiga,Robo_Robo en transporte individual,4.135891283838964
21,Guadalajara,Robo_Robo a transeúnte en espacio abierto al público_Con violencia,4.115384615384615
22,Guadalajara,Robo_Robo en transporte individual_Sin violencia,4.0
23,El Salto,Homicidio_Homicidio doloso_Con arma blanca,4.0
24,Ixtlahuacán de los Membrillos,Homicidio_Homicidio doloso_Con otro elemento,4.0
25,Tlajomulco de Zúñiga,Robo_Robo a transeúnte en espacio abierto al público_Sin violencia,3.833333333333333
26,Guadalajara,"Robo_Robo de maquinaria_Robo de cables, tubos y otros objetos destinados a servicios públicos Sin violencia",3.7608695652173916
27,El Salto,Robo_Robo en transporte público individual,3.7516587904010015
28,Guadalajara,Robo_Robo de maquinaria,3.469214349701038
29,Tonalá,"Robo_Robo de maquinaria_Robo de cables, tubos y otros objetos destinados a servicios públicos Sin violencia",3.4000000000000004
30,San Pedro Tlaquepaque,Otros delitos que atentan contra la libertad y la seguridad sexual_Otros delitos que atentan contra la libertad y la seguridad sexual_Otros delitos que atentan contra la libertad y la seguridad sexual,3.3076923076923075
31,San Pedro Tlaquepaque,Otros delitos que atentan contra la libertad y la seguridad sexual_Otros delitos que atentan contra la libertad y la seguridad sexual,3.2584223453358634
32,San Pedro Tlaquepaque,Otros delitos que atentan contra la libertad y la seguridad sexual,3.2584223453358634
33,Guadalajara,Robo_Robo de maquinaria_Robo de herramienta industrial o agrícola Con violencia,3.0
34,Zapotlanejo,Lesiones_Lesiones dolosas_Con arma de fuego,3.0
35,Juanacatlán,Homicidio_Homicidio doloso_Con otro elemento,3.0
36,Tonalá,Robo_Robo de maquinaria,2.9785240850845884
37,Zapopan,Robo_Robo en transporte individual,2.8151467958709806
38,Tonalá,Robo_Robo en transporte individual_Con violencia,2.5
39,Zapopan,Robo_Robo en transporte individual_Con violencia,2.4285714285714284
40,Guadalajara,Robo_Robo a transeúnte en espacio abierto al público,2.402018677107103
41,Tlajomulco de Zúñiga,Robo_Robo en transporte público individual_Con violencia,2.4
42,Zapopan,Robo_Robo a transeúnte en espacio abierto al público_Con violencia,2.3076923076923075
43,Juanacatlán,Lesiones_Lesiones culposas,2.2849960805226828
44,Tlajomulco de Zúñiga,Robo_Robo a transeúnte en espacio abierto al público,2.190740747095824
45,Tonalá,Otros delitos que atentan contra la libertad y la seguridad sexual_Otros delitos que atentan contra la libertad y la seguridad sexual_Otros delitos que atentan contra la libertad y la seguridad sexual,2.1714285714285713
46,El Salto,Lesiones_Lesiones dolosas_Con arma de fuego,2.1538461538461537
47,Tonalá,Otros delitos que atentan contra la libertad y la seguridad sexual_Otros delitos que atentan contra la libertad y la seguridad sexual,2.148690359381999
48,Tonalá,Otros delitos que atentan contra la libertad y la seguridad sexual,2.148690359381999
49,Guadalajara,Otros delitos que atentan contra la libertad y la seguridad sexual_Otros delitos que atentan contra la libertad y la seguridad sexual_Otros delitos que atentan contra la libertad y la seguridad sexual,2.0935672514619883
50,Guadalajara,Otros delitos que atentan contra la libertad y la seguridad sexual_Otros delitos que atentan contra la libertad y la seguridad sexual,2.092938081307913
51,Guadalajara,Otros delitos que atentan contra la libertad y la seguridad sexual,2.092938081307913
52,San Pedro Tlaquepaque,Robo_Robo a transeúnte en espacio abierto al público,2.0770378880623204
53,Zapopan,Robo_Robo a transeúnte en espacio abierto al público,2.036906955146372
54,Zapopan,Robo_Robo a transeúnte en espacio abierto al público_Sin violencia,2.025
55,Ixtlahuacán de los Membrillos,Acoso sexual_Acoso sexual_Acoso sexual,2.0
56,Acatlán de Juárez,Otros delitos que atentan contra la libertad y la seguridad sexual_Otros delitos que atentan contra la libertad y la seguridad sexual_Otros delitos que atentan contra la libertad y la seguridad sexual,2.0
57,Juanacatlán,Lesiones_Lesiones culposas_En accidente de tránsito,2.0
58,Guadalajara,Homicidio_Homicidio culposo_Con otro elemento,2.0
59,Acatlán de Juárez,Acoso sexual_Acoso sexual_Acoso sexual,2.0
60,El Salto,Robo_Robo en transporte público individual_Sin violencia,2.0
61,Tonalá,Robo_Robo a institución bancaria_Con violencia,2.0
62,Juanacatlán,Robo_Robo a casa habitación_Con violencia,2.0
63,Ixtlahuacán de los Membrillos,Otros delitos que atentan contra la libertad y la seguridad sexual_Otros delitos que atentan contra la libertad y la seguridad sexual_Otros delitos que atentan contra la libertad y la seguridad sexual,2.0
64,Acatlán de Juárez,Otros delitos que atentan contra la libertad y la seguridad sexual,1.985716106546175
65,Acatlán de Juárez,Otros delitos que atentan contra la libertad y la seguridad sexual_Otros delitos que atentan contra la libertad y la seguridad sexual,1.985716106546175
66,Tonalá,Robo_Robo en transporte individual,1.9810189360458699
67,Acatlán de Juárez,Acoso sexual,1.9682309189752267
68,Acatlán de Juárez,Acoso sexual_Acoso sexual,1.9682309189752267
69,Tonalá,Robo_Robo a institución bancaria,1.9635395911146771
70,Ixtlahuacán de los Membrillos,Otros delitos que atentan contra la libertad y la seguridad sexual,1.9450321613439043
71,Ixtlahuacán de los Membrillos,Otros delitos que atentan contra la libertad y la seguridad sexual_Otros delitos que atentan contra la libertad y la seguridad sexual,1.9450321613439043
72,Ixtlahuacán de los Membrillos,Acoso sexual_Acoso sexual,1.9444576495038661
73,Ixtlahuacán de los Membrillos,Acoso sexual,1.9444576495038661
74,Tlajomulco de Zúñiga,Robo_Robo en transporte público colectivo,1.8353936116580294
75,Zapopan,Otros delitos que atentan contra la libertad y la seguridad sexual_Otros delitos que atentan contra la libertad y la seguridad sexual_Otros delitos que atentan contra la libertad y la seguridad sexual,1.7022900763358777
76,Tlajomulco de Zúñiga,Otros delitos que atentan contra la libertad y la seguridad sexual_Otros delitos que atentan contra la libertad y la seguridad sexual_Otros delitos que atentan contra la libertad y la seguridad sexual,1.6666666666666665
77,Zapopan,Otros delitos que atentan contra la libertad y la seguridad sexual,1.6518579916775011
78,Zapopan,Otros delitos que atentan contra la libertad y la seguridad sexual_Otros delitos que atentan contra la libertad y la seguridad sexual,1.6518579916775011
79,Guadalajara,Robo_Robo a transeúnte en espacio abierto al público_Sin violencia,1.6071428571428572
80,Tlajomulco de Zúñiga,Otros delitos que atentan contra la libertad y la seguridad sexual_Otros delitos que atentan contra la libertad y la seguridad sexual,1.604118926515882
81,Tlajomulco de Zúñiga,Otros delitos que atentan contra la libertad y la seguridad sexual,1.604118926515882
82,Guadalajara,Lesiones_Lesiones culposas_Con otro elemento,1.5714285714285716
83,El Salto,Robo_Robo en transporte individual_Con violencia,1.5
84,Guadalajara,Contra el medio ambiente_Contra el medio ambiente_Contra el medio ambiente,1.5
85,Ixtlahuacán de los Membrillos,Violación simple_Violación simple_Violación simple,1.5
86,Tonalá,Falsedad_Falsedad_Falsedad,1.5
87,Guadalajara,Contra el medio ambiente,1.499811874883605
88,Guadalajara,Contra el medio ambiente_Contra el medio ambiente,1.499811874883605
89,Tonalá,Falsedad,1.4726506383700917
90,Tonalá,Falsedad_Falsedad,1.4726506383700917
91,Ixtlahuacán de los Membrillos,Violación simple,1.4552996043193849
92,Ixtlahuacán de los Membrillos,Violación simple_Violación simple,1.4552996043193849
93,Tonalá,Robo_Robo a transeúnte en espacio abierto al público_Con violencia,1.4285714285714284
94,Zapopan,Robo_Robo en transporte público individual_Sin violencia,1.4
95,Guadalajara,Robo_Robo en transporte público colectivo_Sin violencia,1.3506493506493507
96,El Salto,Otros delitos que atentan contra la libertad y la seguridad sexual_Otros delitos que atentan contra la libertad y la seguridad sexual_Otros delitos que atentan contra la libertad y la seguridad sexual,1.3333333333333335
97,Ixtlahuacán de los Membrillos,Homicidio_Homicidio culposo_En accidente de tránsito,1.3333333333333335
98,Ixtlahuacán de los Membrillos,Homicidio_Homicidio culposo,1.2886352161086094
99,El Salto,Homicidio_Homicidio doloso_Con arma de fuego,1.2857142857142856
100,Juanacatlán,Abuso sexual_Abuso sexual_Abuso sexual,1.25
101,El Salto,Otros delitos que atentan contra la libertad y la seguridad sexual_Otros delitos que atentan contra la libertad y la seguridad sexual,1.2420227123310963
102,El Salto,Otros delitos que atentan contra la libertad y la seguridad sexual,1.2420227123310963
103,Ixtlahuacán de los Membrillos,Abuso de confianza_Abuso de confianza_Abuso de confianza,1.2000000000000002
104,Guadalajara,Robo_Robo de autopartes_Con violencia,1.2000000000000002
105,Ixtlahuacán de los Membrillos,Abuso de confianza_Abuso de confianza,1.2000000000000002
106,Tlajomulco de Zúñiga,Robo_Robo en transporte público individual,1.1679951375473343
107,Ixtlahuacán de los Membrillos,Abuso de confianza,1.149904220316491
108,Tlajomulco de Zúñiga,Lesiones_Lesiones dolosas_Con arma blanca,1.1481481481481484
109,Tonalá,Robo_Robo a transeúnte en espacio abierto al público,1.1174111233749655
110,Guadalajara,Robo_Robo en transporte público colectivo,1.0717746510347865
111,Zapopan,Falsedad_Falsedad_Falsedad,1.0714285714285716
112,Zapotlanejo,Falsedad_Falsedad,1.0543066498936478
113,Zapotlanejo,Falsedad,1.0543066498936478
114,Zapotlanejo,Amenazas_Amenazas,1.0517228258096911
115,Zapotlanejo,Amenazas,1.0517228258096911
116,Juanacatlán,Abuso sexual,1.0326058923207295
117,Juanacatlán,Abuso sexual_Abuso sexual,1.0326058923207295
118,Zapopan,Falsedad,1.0266571362191939
119,Zapopan,Falsedad_Falsedad,1.0266571362191939
120,Tlajomulco de Zúñiga,Robo_Robo a transportista_Sin violencia,1.0
121,San Pedro Tlaquepaque,Lesiones_Lesiones culposas_Con otro elemento,1.0
122,San Pedro Tlaquepaque,Feminicidio_Feminicidio_Con arma de fuego,1.0
123,Tlajomulco de Zúñiga,Robo_Robo en transporte individual_Sin violencia,1.0
124,Tlajomulco de Zúñiga,Falsedad_Falsedad_Falsedad,1.0
125,Tonalá,Hostigamiento sexual_Hostigamiento sexual_Hostigamiento sexual,1.0
126,San Pedro Tlaquepaque,Secuestro_Secuestro_Secuestro extorsivo,1.0
127,Ixtlahuacán de los Membrillos,Lesiones_Lesiones dolosas_Con arma blanca,1.0
128,Zapotlanejo,Falsedad_Falsedad_Falsedad,1.0
129,Zapotlanejo,Robo_Robo a casa habitación_Con violencia,1.0
130,Zapotlanejo,Amenazas_Amenazas_Amenazas,1.0
131,Tonalá,Hostigamiento sexual_Hostigamiento sexual,0.9845443857080676
132,Tonalá,Hostigamiento sexual,0.9845443857080676
133,Acatlán de Juárez,Lesiones_Lesiones culposas,0.9816834489926671
134,San Pedro Tlaquepaque,Secuestro,0.9787459023111953
135,San Pedro Tlaquepaque,Secuestro_Secuestro,0.9787459023111953
136,San Pedro Tlaquepaque,Robo_Robo de vehículo automotor_Robo de coche de 4 ruedas Con violencia,0.9589743589743589
137,Tonalá,Violación simple_Violación simple_Violación simple,0.9523809523809523
138,Tonalá,Violación simple_Violación simple,0.9388958363948683
139,Tonalá,Violación simple,0.9388958363948683
140,El Salto,Robo_Robo en transporte individual,0.93601652091113
141,Tlajomulco de Zúñiga,Falsedad,0.9240639735461864
142,Tlajomulco de Zúñiga,Falsedad_Falsedad,0.9240639735461864
143,San Pedro Tlaquepaque,Robo_Robo en transporte público individual_Con violencia,0.894736842105263
144,Ixtlahuacán de los Membrillos,Robo_Robo a transportista_Con violencia,0.8888888888888888
145,Acatlán de Juárez,Lesiones_Lesiones culposas_En accidente de tránsito,0.8888888888888888
146,Ixtlahuacán de los Membrillos,Homicidio,0.8798119251789835
147,Tonalá,Robo_Robo a transeúnte en espacio abierto al público_Sin violencia,0.875
148,Zapopan,Robo_Robo en transporte público colectivo_Sin violencia,0.8545454545454545
149,San Pedro Tlaquepaque,Robo_Robo en transporte público colectivo_Con violencia,0.8333333333333333
150,Juanacatlán,Robo_Robo a casa habitación_Sin violencia,0.8333333333333333
151,Ixtlahuacán de los Membrillos,Robo_Robo a transportista,0.756844384916668
152,Juanacatlán,Robo_Robo a casa habitación,0.7556983252627427
153,Acatlán de Juárez,Robo_Robo a transportista_Con violencia,0.75
154,Juanacatlán,Robo_Otros robos_Con violencia,0.75
155,San Pedro Tlaquepaque,"Robo_Robo de maquinaria_Robo de cables, tubos y otros objetos destinados a servicios públicos Sin violencia",0.736842105263158
156,Zapopan,Robo_Robo en transporte público colectivo,0.732265991547274
157,Acatlán de Juárez,Robo_Robo a transportista,0.7303597882548718
158,El Salto,Robo_Robo de vehículo automotor_Robo de motocicleta Con violencia,0.7142857142857142
159,Zapopan,"Robo_Robo de maquinaria_Robo de cables, tubos y otros objetos destinados a servicios públicos Sin violencia",0.7083333333333333
160,San Pedro Tlaquepaque,Robo_Robo en transporte público individual,0.6994259783075802
161,El Salto,Robo_Otros robos_Sin violencia,0.6839378238341969
162,San Pedro Tlaquepaque,Robo_Robo en transporte público colectivo,0.6790630909986819
163,San Pedro Tlaquepaque,Robo_Robo en transporte público colectivo_Sin violencia,0.6764705882352942
164,San Pedro Tlaquepaque,Corrupción de menores_Corrupción de menores_Corrupción de menores,0.6666666666666667
165,Tlajomulco de Zúñiga,Robo_Robo a negocio_Sin violencia,0.6666666666666667
166,Zapopan,Feminicidio_Feminicidio_Con otro elemento,0.6666666666666667
167,El Salto,Acoso sexual_Acoso sexual_Acoso sexual,0.6666666666666667
168,San Pedro Tlaquepaque,Lesiones_Lesiones dolosas_Con arma de fuego,0.6578947368421053
169,San Pedro Tlaquepaque,Corrupción de menores,0.6507717938922002
170,San Pedro Tlaquepaque,Corrupción de menores_Corrupción de menores,0.6507717938922002
171,San Pedro Tlaquepaque,Robo_Robo de maquinaria,0.6278533884355575
172,El Salto,Homicidio_Homicidio doloso,0.6108699747388326
173,Tlajomulco de Zúñiga,Robo_Robo de autopartes_Sin violencia,0.606060606060606
174,Tonalá,Robo_Robo en transporte público individual_Con violencia,0.5909090909090908
175,El Salto,Acoso sexual,0.58726625453559
176,El Salto,Acoso sexual_Acoso sexual,0.58726625453559
177,Ixtlahuacán de los Membrillos,Abuso sexual_Abuso sexual_Abuso sexual,0.5862068965517242
178,Zapopan,Robo_Robo de vehículo automotor_Robo de motocicleta Sin violencia,0.5802469135802468
179,Tlajomulco de Zúñiga,Falsificación_Falsificación_Falsificación,0.5789473684210527
180,Guadalajara,Robo_Robo de vehículo automotor_Robo de motocicleta Sin violencia,0.5687500000000001
181,El Salto,Robo_Robo de autopartes_Sin violencia,0.5555555555555556
182,Ixtlahuacán de los Membrillos,Abuso sexual,0.5520258370831126
183,Ixtlahuacán de los Membrillos,Abuso sexual_Abuso sexual,0.5520258370831126
184,Zapotlanejo,Lesiones_Lesiones dolosas,0.5502954337328989
185,Tlajomulco de Zúñiga,Robo_Robo a transeúnte en espacio abierto al público_Con violencia,0.5454545454545454
186,Tlajomulco de Zúñiga,Narcomenudeo_Narcomenudeo_Narcomenudeo,0.5416666666666667
187,Zapotlanejo,Violación simple,0.5368690611423641
188,Zapotlanejo,Violación simple_Violación simple,0.5368690611423641
189,Zapotlanejo,Homicidio_Homicidio culposo,0.536591148918705
190,Tlajomulco de Zúñiga,Falsificación_Falsificación,0.531559201941586
191,Tlajomulco de Zúñiga,Falsificación,0.531559201941586
192,Ixtlahuacán de los Membrillos,Homicidio_Homicidio doloso,0.53132388006835
193,El Salto,Robo_Robo a transeúnte en espacio abierto al público,0.5312630672386578
194,Zapopan,Robo_Otros robos_Con violencia,0.5256410256410255
195,El Salto,Robo_Robo de vehículo automotor_Robo de motocicleta Sin violencia,0.5148514851485149
196,Tlajomulco de Zúñiga,Robo_Robo de autopartes,0.514052491644285
197,Tonalá,Narcomenudeo_Narcomenudeo_Narcomenudeo,0.513157894736842
198,El Salto,Robo_Otros robos,0.5105150406401788
199,Tlajomulco de Zúñiga,Narcomenudeo,0.5009660234405702
200,Tlajomulco de Zúñiga,Narcomenudeo_Narcomenudeo,0.5009660234405702
201,Tonalá,Narcomenudeo,0.5006688117219567
202,Tonalá,Narcomenudeo_Narcomenudeo,0.5006688117219567
203,Ixtlahuacán de los Membrillos,Homicidio_Homicidio doloso_No especificado,0.5
204,Guadalajara,Evasión de presos_Evasión de presos_Evasión de presos,0.5
205,Zapopan,Robo_Robo a transportista_Sin violencia,0.5
206,Acatlán de Juárez,Homicidio_Homicidio doloso_Con arma de fuego,0.5
207,Tonalá,Robo_Robo en transporte individual_Sin violencia,0.5
208,Zapotlanejo,Lesiones_Lesiones dolosas_Con arma blanca,0.5
209,Zapotlanejo,Violación simple_Violación simple_Violación simple,0.5
210,Juanacatlán,Homicidio_Homicidio doloso_Con arma de fuego,0.5
211,Zapotlanejo,Homicidio_Homicidio culposo_En accidente de tránsito,0.5
212,San Pedro Tlaquepaque,Robo_Robo de maquinaria_Robo de herramienta industrial o agrícola Sin violencia,0.5
213,Guadalajara,Evasión de presos_Evasión de presos,0.4999069324596921
214,Guadalajara,Evasión de presos,0.4999069324596921
215,El Salto,Robo_Robo de vehículo automotor_Robo de coche de 4 ruedas Con violencia,0.4943820224719102
216,Tlajomulco de Zúñiga,Robo_Robo de maquinaria,0.488368584508621
217,Zapotlanejo,Lesiones_Lesiones dolosas_Con otro elemento,0.4871794871794872
218,San Pedro Tlaquepaque,Violación simple_Violación simple_Violación simple,0.4838709677419355
219,San Pedro Tlaquepaque,Homicidio_Homicidio doloso_Con otro elemento,0.48275862068965525
220,El Salto,Robo_Robo de autopartes,0.47843347492975696
221,Zapotlanejo,Robo_Robo a transportista,0.47770045538091876
222,Zapopan,Robo_Robo a institución bancaria,0.4716640001635286
223,Ixtlahuacán de los Membrillos,Robo_Otros robos_Sin violencia,0.47058823529411775
224,San Pedro Tlaquepaque,Violación simple_Violación simple,0.4692354500758076
225,San Pedro Tlaquepaque,Violación simple,0.4692354500758076
226,San Pedro Tlaquepaque,Robo_Robo a transeúnte en espacio abierto al público_Sin violencia,0.46666666666666656
227,Guadalajara,Falsificación_Falsificación_Falsificación,0.4627450980392156
228,Guadalajara,Falsificación_Falsificación,0.46252635468903014
229,Guadalajara,Falsificación,0.46252635468903014
230,Tonalá,Robo_Otros robos_Con violencia,0.46218487394957974
231,San Pedro Tlaquepaque,Robo_Robo de vehículo automotor,0.44462625679091117
232,El Salto,Extorsión_Extorsión_Extorsión,0.4444444444444444
233,El Salto,Extorsión_Extorsión,0.4444444444444444
234,Zapotlanejo,Robo_Robo a transportista_Con violencia,0.4444444444444444
235,Tlajomulco de Zúñiga,Robo_Robo a negocio,0.4386471077048779
236,El Salto,Lesiones_Lesiones dolosas_Con arma blanca,0.4375
237,Tonalá,Lesiones_Lesiones culposas_Con otro elemento,0.4285714285714286
238,Tlajomulco de Zúñiga,Homicidio_Homicidio doloso_Con arma blanca,0.4285714285714286
239,San Pedro Tlaquepaque,Narcomenudeo_Narcomenudeo_Narcomenudeo,0.4155844155844155
240,El Salto,Homicidio,0.41401016858884665
241,San Pedro Tlaquepaque,Robo_Otros robos_Con violencia,0.41129032258064524
242,Guadalajara,Robo_Robo en transporte público individual_Sin violencia,0.3999999999999999
243,Guadalajara,Otros delitos que atentan contra la libertad personal_Otros delitos que atentan contra la libertad personal_Otros delitos que atentan contra la libertad personal,0.3999999999999999
244,Ixtlahuacán de los Membrillos,Robo_Robo de vehículo automotor_Robo de motocicleta Sin violencia,0.3999999999999999
245,Tlajomulco de Zúñiga,Delitos cometidos por servidores públicos_Delitos cometidos por servidores públicos_Delitos cometidos por servidores públicos,0.3999999999999999
246,Guadalajara,Otros delitos que atentan contra la libertad personal_Otros delitos que atentan contra la libertad personal,0.3998608296850341
247,Guadalajara,Otros delitos que atentan contra la libertad personal,0.3998608296850341
248,San Pedro Tlaquepaque,Narcomenudeo,0.39951092049427284
249,San Pedro Tlaquepaque,Narcomenudeo_Narcomenudeo,0.39951092049427284
250,Guadalajara,Homicidio_Homicidio doloso_Con otro elemento,0.39583333333333326
251,Zapotlanejo,Homicidio,0.3840363537671794
252,El Salto,Extorsión,0.371525410801393
253,Zapopan,Robo_Robo de maquinaria,0.36828196357081966
254,Guadalajara,Allanamiento de morada_Allanamiento de morada_Allanamiento de morada,0.36111111111111116
255,Guadalajara,Allanamiento de morada_Allanamiento de morada,0.36097884735071073
256,Guadalajara,Allanamiento de morada,0.36097884735071073
257,Tlajomulco de Zúñiga,Delitos cometidos por servidores públicos,0.36064846675278717
258,Tlajomulco de Zúñiga,Delitos cometidos por servidores públicos_Delitos cometidos por servidores públicos,0.36064846675278717
259,San Pedro Tlaquepaque,Robo_Robo de vehículo automotor_Robo de motocicleta Sin violencia,0.3525179856115108
260,Tlajomulco de Zúñiga,Robo_Robo a negocio_Con violencia,0.3520000000000001
261,Guadalajara,Violación simple_Violación simple_Violación simple,0.34408602150537626
262,Guadalajara,Violación simple,0.3439009046209638
263,Guadalajara,Violación simple_Violación simple,0.3439009046209638
264,Tonalá,Robo_Robo de vehículo automotor_Robo de coche de 4 ruedas Sin violencia,0.34183673469387754
265,El Salto,Robo_Robo en transporte público colectivo_Sin violencia,0.33333333333333326
266,San Pedro Tlaquepaque,Robo_Robo a institución bancaria_Con violencia,0.33333333333333326
267,San Pedro Tlaquepaque,Allanamiento de morada_Allanamiento de morada_Allanamiento de morada,0.33333333333333326
268,San Pedro Tlaquepaque,Feminicidio_Feminicidio_Con otro elemento,0.33333333333333326
269,Tlajomulco de Zúñiga,Otros delitos del Fuero Común_Otros delitos del Fuero Común_Otros delitos del Fuero Común,0.3324538258575198
270,Tlajomulco de Zúñiga,Otros delitos del Fuero Común_Otros delitos del Fuero Común,0.3324538258575198
271,Zapopan,Robo_Otros robos_Sin violencia,0.3324125230202579
272,Tlajomulco de Zúñiga,Fraude_Fraude,0.3315363881401616
273,Tlajomulco de Zúñiga,Fraude_Fraude_Fraude,0.3315363881401616
274,Zapopan,Abuso sexual_Abuso sexual_Abuso sexual,0.322884012539185
275,Tonalá,Robo_Robo en transporte público individual,0.32168933978116265
276,Zapopan,Robo_Otros robos,0.31987671193749656
277,Tlajomulco de Zúñiga,Allanamiento de morada_Allanamiento de morada_Allanamiento de morada,0.3157894736842106
278,San Pedro Tlaquepaque,Allanamiento de morada_Allanamiento de morada,0.314959267801145
